Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, ,
1903,Nova Scotia,GUYSBOROUGH,John H. SINCLAIR Liberal,lawyer,2001,52.7,,
1903,Nova Scotia,GUYSBOROUGH,George A.R. ROWLINGS Conservative,,1796,47.3,,
1903,Nova Scotia,HALIFAX,Robert Laird BORDEN Conservative,lawyer,7386,26.8,,
1903,Nova Scotia,HALIFAX,Adam B. CROSBY Conservative,exporter and merchant,7115,25.82,,
1903,Nova Scotia,HALIFAX,William ROCHE Liberal,coal merchant,6635,24.08,,
1903,Nova Scotia,HALIFAX,Michael CARNEY Liberal,businessman,6423,23.31,,
1903,Nova Scotia,HANTS,Judson Burpee BLACK Liberal,physician,2141,51.6,,
1903,Nova Scotia,HANTS,Frederick W. HANRIGHT Conservative,,2008,48.4,,
1903,Nova Scotia,INVERNESS,Alexander W. CHISHOLM Liberal,physician,3381,64.79,,
1903,Nova Scotia,INVERNESS,Roderick C. MCLEOD Conservative,physician,1837,35.21,,
1903,Nova Scotia,KINGS,Hon. Sir Frederick W. BORDEN Liberal,physician,2482,55.49,,
1903,Nova Scotia,KINGS,Nathan Woodworth EATON Conservative,,1991,44.51,,
1903,Nova Scotia,LUNENBURG,Alexander Kenneth MACLEAN Liberal,lawyer,3533,51.46,,
1903,Nova Scotia,LUNENBURG,Carmon Smith MARSHALL Conservative,,3332,48.54,,
1903,Nova Scotia,NORTH CAPE BRETON AND VICTORIA,Daniel D. MCKENZIE Liberal,lawyer,2849,50.15,,
1903,Nova Scotia,NORTH CAPE BRETON AND VICTORIA,John MCCORMICK Conservative,merchant,2832,49.85,,
1903,Nova Scotia,PICTOU,Edward Mortimer MACDONALD Liberal,lawyer,4336,51.79,,
1903,Nova Scotia,PICTOU,Charles E. TANNER Conservative,,4037,48.21,,
1903,Nova Scotia,RICHMOND,George W. KYTE Liberal,lawyer,1279,55.18,,
1903,Nova Scotia,RICHMOND,Roderick FERGUSON Conservative,,1039,44.82,,
1903,Nova Scotia,SHELBURNE AND QUEEN'S,Hon. William Stevens FIELDING Liberal,journalist,2487,53.69,,
1903,Nova Scotia,SHELBURNE AND QUEEN'S,Alfred Bishop MORINE Conservative,,2145,46.31,,
1903,Nova Scotia,YARMOUTH,Bowman Brown LAW Liberal,merchant,2285,61.24,,
1903,Nova Scotia,YARMOUTH,Samuel William WILLIAMSON Conservative,,1446,38.76,,
1903,Ontario,ALGOMA EAST,William Ross SMYTH Conservative,merchant and lumberman,2849,50.36,,
1903,Ontario,ALGOMA EAST,Albert Edward DYMENT Liberal,lumber manufacturer,2808,49.64,,
1903,Ontario,ALGOMA WEST,Arthur Cyril BOYCE Conservative,lawyer,2079,52.65,,
1903,Ontario,ALGOMA WEST,Robert James GIBSON Liberal,,1870,47.35,,
1903,Ontario,BRANT,Hon. William PATERSON Liberal,confectionery manufacturer,1799,53.65,,
1903,Ontario,BRANT,John Patrick NOONAN Conservative,,1554,46.35,,
1903,Ontario,BRANTFORD,Lloyd HARRIS Liberal,businessman,2832,51.88,,
1903,Ontario,BRANTFORD,William F. COCKSHUTT Conservative,manufacturer,2627,48.12,,
1903,Ontario,BROCKVILLE,Hon. George Perry GRAHAM Liberal,newspaperman,2144,51.74,,
1903,Ontario,BROCKVILLE,John WEBSTER Conservative,produce merchant,2000,48.26,,
1903,Ontario,BRUCE NORTH,John TOLMIE Liberal,salt manufacturer,2774,53.25,,
1903,Ontario,BRUCE NORTH,Alexander MCNEIL Liberal-Conservative,lawyer,2435,46.75,,
1903,Ontario,BRUCE SOUTH,James J. DONNELLY Conservative,company president,3005,51.66,,
1903,Ontario,BRUCE SOUTH,Peter H. MCKENZIE Liberal,farmer,2812,48.34,,
1903,Ontario,CARLETON,Robert Laird BORDEN Conservative,lawyer,2667,67.28,,
1903,Ontario,CARLETON,James Ernest CALDWELL Liberal,,1297,32.72,,
1903,Ontario,DUFFERIN,John BARR Conservative,physician,2240,73.76,,
1903,Ontario,DUFFERIN,Jasper Noble FISH Liberal,,797,26.24,,
1903,Ontario,DUNDAS,Andrew BRODER Conservative,farmer,2308,55.53,,
1903,Ontario,DUNDAS,Wesley Byron LAWSON Liberal,,1848,44.47,,
1903,Ontario,DURHAM,Charles Jonas THORNTON Conservative,farmer,3387,55.06,,
1903,Ontario,DURHAM,David Burke SIMPSON Liberal,,2764,44.94,,
1903,Ontario,ELGIN WEST,Thomas Wilson CROTHERS Conservative,lawyer,3259,54.32,,
1903,Ontario,ELGIN WEST,William TOLMIE Liberal,,2741,45.68,,
1903,Ontario,ESSEX NORTH,Hon. Robert Franklin SUTHERLAND Liberal,lawyer,3277,54.59,,
1903,Ontario,ESSEX NORTH,Oscar Ernest FLEMING Conservative,,2726,45.41,,
1903,Ontario,ESSEX SOUTH,Alfred Henry CLARKE Liberal,lawyer,3334,56.08,,
1903,Ontario,ESSEX SOUTH,Darius WIGLE Conservative,farmer,2611,43.92,,
1903,Ontario,FRONTENAC,John Wesley EDWARDS Conservative,physician,2184,55.21,,
1903,Ontario,FRONTENAC,Melzar AVERY Independent Conservative,lumber merchant,1772,44.79,,
1903,Ontario,GLENGARRY,John Angus MCMILLAN Liberal,furniture merchant,2279,53.79,,
1903,Ontario,GLENGARRY,John F. MCGREGOR Conservative,,1958,46.21,,
1903,Ontario,GRENVILLE,John Dowsley REID Conservative,physician,2380,57.7,,
1903,Ontario,GRENVILLE,Samuel John MARTIN Liberal,,1745,42.3,,
1903,Ontario,GREY EAST,Thomas Simpson SPROULE Conservative,physician,2396,65.54,,
1903,Ontario,GREY EAST,Elzear RAYMOND Liberal,,1260,34.46,,
1903,Ontario,GREY NORTH,William Sora MIDDLEBRO Conservative,lawyer,2923,51.28,,
1903,Ontario,GREY NORTH,William Pattison TELFORD Liberal,banker,2777,48.72,,
1903,Ontario,GREY SOUTH,Henry Morton MILLER Liberal,real estate agent,2267,50.98,,
1903,Ontario,GREY SOUTH,Robert James BALL Conservative,school teacher,2180,49.02,,
1903,Ontario,HALDIMAND,Francis Ramsey LALOR Conservative,merchant,2644,52.44,,
1903,Ontario,HALDIMAND,Robert Francis MILLER Liberal,,2398,47.56,,
1903,Ontario,HALTON,David HENDERSON Conservative,merchant,2417,52.29,,
1903,Ontario,HALTON,William Spencer HARRISON Liberal,physician,2205,47.71,,
1903,Ontario,HAMILTON EAST,Samuel BARKER Conservative,lawyer,2968,48.15,,
1903,Ontario,HAMILTON EAST,John Morrison EASTWOOD Liberal,,1876,30.43,,
1903,Ontario,HAMILTON EAST,Samuel LANDERS Labour,,1320,21.41,,
1903,Ontario,HAMILTON WEST,Thomas Joseph STEWART Conservative,businessman,3363,53.11,,
1903,Ontario,HAMILTON WEST,Adam ZIMMERMAN Liberal,merchant,2969,46.89,,
1903,Ontario,HASTINGS EAST,William Barton NORTHRUP Conservative,lawyer,2864,65.34,,
1903,Ontario,HASTINGS EAST,John K. MCCARGAR Liberal,,1519,34.66,,
1903,Ontario,HASTINGS WEST,Edward Guss PORTER Conservative,barrister,3360,60.44,,
1903,Ontario,HASTINGS WEST,Jesse FUNNELL Liberal,,2199,39.56,,
1903,Ontario,HURON EAST,Thomas CHISHOLM Conservative,physician,2177,50.97,,
1903,Ontario,HURON EAST,Archibald HISLOP Liberal,,2094,49.03,,
1903,Ontario,HURON SOUTH,Murdo Young MCLEAN Liberal,journalist,2586,51.53,,
1903,Ontario,HURON SOUTH,John SHERRITT Conservative,,2432,48.47,,
1903,Ontario,HURON WEST,Edward Norman LEWIS Conservative,lawyer,2137,50.74,,
1903,Ontario,HURON WEST,Robert HOLMES Liberal,printer and publisher,2075,49.26,,
1903,Ontario,KENT EAST,David Alexander GORDON Liberal,manufacturer,2895,54.64,,
1903,Ontario,KENT EAST,Samuel STEWART Conservative,physician,2403,45.36,,
1903,Ontario,KENT WEST,Archibald Blake MCCOIG Liberal,farmer,3782,50.55,,
1903,Ontario,KENT WEST,Herbert Sylvester CLEMENTS Conservative,farmer,3700,49.45,,
1903,Ontario,KINGSTON,Hon. William HARTY Liberal,businessman,2224,54.26,,
1903,Ontario,KINGSTON,Arthur Edward ROSS Conservative,physician,1875,45.74,,
1903,Ontario,LAMBTON EAST,Joseph E. ARMSTRONG Conservative,oil producer,2921,54.27,,
1903,Ontario,LAMBTON EAST,Charles Oliver FAIRBANK Liberal,,2461,45.73,,
1903,Ontario,LAMBTON WEST,Frederick Forsyth PARDEE Liberal,barrister-at-law,3205,51.17,,
1903,Ontario,LAMBTON WEST,Richard Esnouf LESUEUR Conservative,,3059,48.83,,
1903,Ontario,LANARK NORTH,William THOBURN Conservative,woollen manufacturer,1637,50.09,,
1903,Ontario,LANARK NORTH,Thomas Boyd CALDWELL Liberal,woollen manufacturer,1631,49.91,,
1903,Ontario,LANARK SOUTH,Hon. John Graham HAGGART Conservative,mill owner,2108,60.98,,
1903,Ontario,LANARK SOUTH,George Fred MCKIMM Liberal,,1349,39.02,,
1903,Ontario,LEEDS,George TAYLOR Conservative,manufacturer,2356,62.2,,
1903,Ontario,LEEDS,William Cushing FREDENBURGH Liberal,,1432,37.8,,
1903,Ontario,LENNOX AND ADDINGTON,Uriah WILSON Conservative,merchant,2452,51.62,,
1903,Ontario,LENNOX AND ADDINGTON,Franklin Secord WARTMAN Liberal,,2298,48.38,,
1903,Ontario,LINCOLN,Edward Arthur LANCASTER Conservative,lawyer,3853,51.67,,
1903,Ontario,LINCOLN,Welland Devaux WOODRUFF Liberal,,3604,48.33,,
1903,Ontario,LONDON,Thomas BEATTIE Conservative,businessman,4121,57.98,,
1903,Ontario,LONDON,John Wiley MCCANDLESS Unknown,,2987,42.02,,
1903,Ontario,MIDDLESEX EAST,Peter ELSON Conservative,farmer,2369,52.77,,
1903,Ontario,MIDDLESEX EAST,George Albert ROUTLEDGE Liberal,,2120,47.23,,
1903,Ontario,MIDDLESEX NORTH,Alexander Wilson SMITH Liberal,farmer,1842,50.87,,
1903,Ontario,MIDDLESEX NORTH,James William DOYLE Conservative,,1779,49.13,,
1903,Ontario,MIDDLESEX WEST,William Samuel CALVERT Liberal,merchant,1856,50.16,,
1903,Ontario,MIDDLESEX WEST,Robert MCLAUCHLIN Conservative,,1844,49.84,,
1903,Ontario,MUSKOKA,William WRIGHT Conservative,blacksmith,2248,59.49,,
1903,Ontario,MUSKOKA,Angus MORRISON Liberal,,1531,40.51,,
1903,Ontario,NIPISSING,George GORDON Conservative,lumber merchant,4301,50.12,,
1903,Ontario,NIPISSING,Charles Arthur MCCOOL Liberal,lumber merchant,4280,49.88,,
1903,Ontario,NORFOLK,Alexander MCCALL Conservative,lumber merchant,3456,53.28,,
1903,Ontario,NORFOLK,Hal B. DONLY Liberal,,3030,46.72,,
1903,Ontario,NORTHUMBERLAND EAST,Charles Lewis OWEN Conservative,woollen manufacturer,2448,52.09,,
1903,Ontario,NORTHUMBERLAND EAST,Frank Leslie WEBB Liberal,,2252,47.91,,
1903,Ontario,NORTHUMBERLAND WEST,John B. MCCOLL Liberal,lawyer,1438,52.37,,
1903,Ontario,NORTHUMBERLAND WEST,Charles Arthur MUNSON Conservative,,1308,47.63,,
1903,Ontario,ONTARIO NORTH,Samuel S. SHARPE Conservative,lawyer,2208,52.37,,
1903,Ontario,ONTARIO NORTH,George Davidson GRANT Liberal,lawyer,2008,47.63,,
1903,Ontario,ONTARIO SOUTH,Fred Luther FOWKE Liberal,businessman,2939,52.16,,
1903,Ontario,ONTARIO SOUTH,Peter CHRISTIE Conservative,farmer,2696,47.84,,
1903,Ontario,OTTAWA (CITY OF),Rt. Hon. Sir Wilfrid LAURIER Liberal,lawyer,6584,26.53,,
1903,Ontario,OTTAWA (CITY OF),Harold B. MCGIVERIN Liberal,lawyer,6388,25.74,,
1903,Ontario,OTTAWA (CITY OF),Thomas BIRKETT Conservative,,5959,24.01,,
1903,Ontario,OTTAWA (CITY OF),John Leo CHABOT Conservative,physician,5890,23.73,,
1903,Ontario,OXFORD NORTH,Edward Walter NESBITT Liberal,real estate and insurance agent,2675,51.19,,
1903,Ontario,OXFORD NORTH,Daniel QUINN Conservative,,2551,48.81,,
1903,Ontario,OXFORD SOUTH,Malcolm Smith SCHELL Liberal,farmer,2712,50.87,,
1903,Ontario,OXFORD SOUTH,Donald SUTHERLAND Conservative,farmer,2619,49.13,,
1903,Ontario,PARRY SOUND,James ARTHURS Conservative,hardware merchant,2932,57.86,,
1903,Ontario,PARRY SOUND,Robert James WATSON Liberal,farmer,2135,42.14,,
1903,Ontario,PEEL,Richard BLAIN Conservative,hardware merchant,2758,52.76,,
1903,Ontario,PEEL,Edward George GRAHAM Liberal,,2469,47.24,,
1903,Ontario,PERTH NORTH,James Palmer RANKIN Liberal,physician,3514,50.29,,
1903,Ontario,PERTH NORTH,Alexander Ferguson MACLAREN Conservative,manufacturer,3473,49.71,,
1903,Ontario,PERTH SOUTH,Gilbert Howard MCINTYRE Liberal,pharmacist,2412,50.3,,
1903,Ontario,PERTH SOUTH,Michael STEELE Conservative,physician,2383,49.7,,
1903,Ontario,PETERBOROUGH EAST,John A. SEXSMITH Conservative,farmer,1922,55.52,,
1903,Ontario,PETERBOROUGH EAST,Edward Alexander TANNER Liberal,,1540,44.48,,
1903,Ontario,PETERBOROUGH WEST,James Robert STRATTON Liberal,businessman,2851,53.1,,
1903,Ontario,PETERBOROUGH WEST,John Hampden BURNHAM Conservative,lawyer,2518,46.9,,
1903,Ontario,PRESCOTT,Edmond PROULX Liberal,lawyer,2527,70.25,,
1903,Ontario,PRESCOTT,Eugene Grégoire QUESNEL Independent,,1070,29.75,,
1903,Ontario,PRINCE EDWARD,Morley CURRIE Liberal,physician,2341,51.51,,
1903,Ontario,PRINCE EDWARD,George Oscar ALCORN Conservative,lawyer,2204,48.49,,
1903,Ontario,RENFREW NORTH,Gerald Verner WHITE Conservative,mining engineer,2493,56.83,,
1903,Ontario,RENFREW NORTH,Henry BARR Liberal,,1894,43.17,,
1903,Ontario,RENFREW SOUTH,Thomas A. LOW Liberal,manufacturer,2721,57.26,,
1903,Ontario,RENFREW SOUTH,John MACKAY Conservative,,2031,42.74,,
1903,Ontario,RUSSELL,Hon. Charles MURPHY Liberal,lawyer,3616,59.42,,
1903,Ontario,RUSSELL,John A. GAMBLE Conservative,,2470,40.58,,
1903,Ontario,SIMCOE EAST,Manley CHEW Liberal,lumber merchant,3417,52.01,,
1903,Ontario,SIMCOE EAST,William Humphrey BENNETT Conservative,lawyer,3153,47.99,,
1903,Ontario,SIMCOE NORTH,John Alister CURRIE Conservative,journalist,2756,50.47,,
1903,Ontario,SIMCOE NORTH,Daniel WILSON Liberal,,2705,49.53,,
1903,Ontario,SIMCOE SOUTH,Haughton LENNOX Conservative,lawyer,2830,68.52,,
1903,Ontario,SIMCOE SOUTH,James CAMPBELL Liberal,physician,1300,31.48,,
1903,Ontario,STORMONT,Robert SMITH Liberal,lawyer,2383,46.96,,
1903,Ontario,STORMONT,Robert Abercrombie PRINGLE Conservative,lawyer,2033,40.07,,
1903,Ontario,STORMONT,Ambrose Fitzgerald MULHERN Independent,,658,12.97,,
1903,Ontario,THUNDER BAY AND RAINY RIVER,James CONMEE Liberal,contractor,4562,53.14,,
1903,Ontario,THUNDER BAY AND RAINY RIVER,F.H. KEEFER Conservative,,3321,38.68,,
1903,Ontario,THUNDER BAY AND RAINY RIVER,Frederick URRY Socialist,,702,8.18,,
1903,Ontario,TORONTO CENTRE,Edmund BRISTOL Conservative,barrister,3482,51.38,,
1903,Ontario,TORONTO CENTRE,T.C. ROBINETTE Liberal,,3295,48.62,,
1903,Ontario,TORONTO EAST,Joseph RUSSELL Independent,brick manufacturer,4039,55.44,,
1903,Ontario,TORONTO EAST,Albert E. KEMP Conservative,businessman,3246,44.56,,
1903,Ontario,TORONTO NORTH,Hon. George Eulas FOSTER Conservative,teacher,4398,52.31,,
1903,Ontario,TORONTO NORTH,William Henry SHAW Liberal,,4009,47.69,,
1903,Ontario,TORONTO SOUTH,Angus Claude MACDONNELL Conservative,lawyer,2771,61.67,,
1903,Ontario,TORONTO SOUTH,John G. O'DONOGHUE Labour,,1722,38.33,,
1903,Ontario,TORONTO WEST,Edmund Boyd OSLER Conservative,financier,4772,66.36,,
1903,Ontario,TORONTO WEST,James Hunter DUTHIE Independent,,2419,33.64,,
1903,Ontario,VICTORIA,Samuel HUGHES Liberal-Conservative,editor,4315,56.84,,
1903,Ontario,VICTORIA,Archibald WILSON Unknown,physician,3277,43.16,,
1903,Ontario,WATERLOO NORTH,William Lyon McKenzie KING Liberal,lawyer,3469,51.58,,
1903,Ontario,WATERLOO NORTH,Richard REID Conservative,,3206,47.67,,
1903,Ontario,WATERLOO NORTH,Allen HUBUR Independent,,50,0.74,,
1903,Ontario,WATERLOO SOUTH,George A. CLARE Conservative,businessman,3015,51.72,,
1903,Ontario,WATERLOO SOUTH,Sylvester MOYER Liberal,,2815,48.28,,
1903,Ontario,WELLAND,William Manly GERMAN Liberal,barrister,4449,53.89,,
1903,Ontario,WELLAND,George HANAN Conservative,,3806,46.11,,
1903,Ontario,WELLINGTON NORTH,Alexander Munro MARTIN Liberal,businessman,2651,50.8,,
1903,Ontario,WELLINGTON NORTH,William A. CLARKE Conservative,merchant,2567,49.2,,
1903,Ontario,WELLINGTON SOUTH,Hugh GUTHRIE Liberal,lawyer,3873,54.98,,
1903,Ontario,WELLINGTON SOUTH,John NEWSTEAD Conservative,,3172,45.02,,
1903,Ontario,WENTWORTH,William Oscar SEALEY Liberal,farmer,3307,52.76,,
1903,Ontario,WENTWORTH,William Hall PTOLEMY Conservative,,2961,47.24,,
1903,Ontario,YORK CENTRE,Thomas George WALLACE Conservative,merchant,2614,50.43,,
1903,Ontario,YORK CENTRE,Peter Douglas MCLEAN Liberal,physician,2569,49.57,,
1903,Ontario,YORK NORTH,Hon. Allen Bristol AYLESWORTH Liberal,lawyer,2856,52.83,,
1903,Ontario,YORK NORTH,John Alexander Macdo ARMSTRONG Conservative,conveyancer,2550,47.17,,
1903,Ontario,YORK SOUTH,William Findlay MACLEAN Independent Conservative,farmer,accl.,NA,,
1903,Prince Edward Island,KING'S,Austin Levi FRASER Conservative,lawyer,2672,51.76,,
1903,Prince Edward Island,KING'S,James Joseph HUGHES Liberal,merchant,2490,48.24,,
1903,Prince Edward Island,PRINCE,James W. RICHARDS Liberal,merchant,3520,51.19,,
1903,Prince Edward Island,PRINCE,Alfred Alexander LEFURGEY Conservative,lawyer,3356,48.81,,
1903,Prince Edward Island,QUEEN'S,Lemuel E. PROWSE Liberal,merchant,4290,25.62,,
1903,Prince Edward Island,QUEEN'S,Alexander B. WARBURTON Liberal,lawyer,4196,25.06,,
1903,Prince Edward Island,QUEEN'S,Angus A. MCLEAN Conservative,lawyer,4145,24.76,,
1903,Prince Edward Island,QUEEN'S,Alexander MARTIN Conservative,farmer,4113,24.56,,
1903,Quebec,ARGENTEUIL,George Halsey PERLEY Conservative,lumber merchant,1587,54.44,,
1903,Quebec,ARGENTEUIL,Peter R. MCGIBBON Liberal,,1328,45.56,,
1903,Quebec,BAGOT,Joseph-Edmond MARCILE Liberal,merchant,1884,54.85,,
1903,Quebec,BAGOT,Victor SYLVESTRE Conservative,,1551,45.15,,
1903,Quebec,BEAUCE,Henri Sévérin BELAND Liberal,physician,4082,95.71,,
1903,Quebec,BEAUCE,Alphonse POIRIER Conservative,,183,4.29,,
1903,Quebec,BEAUHARNOIS,Louis-Joseph PAPINEAU Liberal,lawyer,1843,50.4,,
1903,Quebec,BEAUHARNOIS,Joseph-Gédéon-Horace BERGERON Conservative,lawyer,1814,49.6,,
1903,Quebec,BELLECHASSE,Onésiphore-Ernest TALBOT Liberal,farmer,1988,76.02,,
1903,Quebec,BELLECHASSE,Charles VEZINA Conservative,,627,23.98,,
1903,Quebec,BERTHIER,Arthur ECREMENT Liberal,notary,1887,53.78,,
1903,Quebec,BERTHIER,Victor ALLARD Conservative,,1622,46.22,,
1903,Quebec,BONAVENTURE,Charles MARCIL Liberal,journalist,2408,67.75,,
1903,Quebec,BONAVENTURE,Arthur BEAUCHESNE Conservative,,1146,32.25,,
1903,Quebec,BROME,Hon. Sydney Arthur FISHER Liberal,farmer,1674,56.86,,
1903,Quebec,BROME,Frederick Albyn OLMSTEAD Conservative,,1233,41.88,,
1903,Quebec,BROME,William Ulric COTTON Independent,,37,1.26,,
1903,Quebec,CHAMBLY--VERCHÈRES,Victor GEOFFRION Liberal,lawyer,2481,59.96,,
1903,Quebec,CHAMBLY--VERCHÈRES,Antoine-Magloire ARCHAMBAULT Conservative,,1657,40.04,,
1903,Quebec,CHAMPLAIN,Pierre-Edouard BLONDIN Conservative,lawyer,3310,50.71,,
1903,Quebec,CHAMPLAIN,Ernest DEGUISE Liberal,,3217,49.29,,
1903,Quebec,CHARLEVOIX,Rodolphe FORGET Conservative,financier,1934,52.86,,
1903,Quebec,CHARLEVOIX,Joseph Camille POULIOT Liberal,,1725,47.14,,
1903,Quebec,CHÂTEAUGUAY,James Pollock BROWN Liberal,farmer,1397,56.13,,
1903,Quebec,CHÂTEAUGUAY,Campbell LANE Conservative,,1092,43.87,,
1903,Quebec,CHICOUTIMI--SAGUENAY,Joseph GIRARD Conservative,farmer,4618,51.5,,
1903,Quebec,CHICOUTIMI--SAGUENAY,Joseph ROUTHIER Unknown,,4349,48.5,,
1903,Quebec,COMPTON,Aylmer Byron HUNT Liberal,company director,3175,53.31,,
1903,Quebec,COMPTON,Rufus Henry POPE Conservative,farmer and breeder,2781,46.69,,
1903,Quebec,DORCHESTER,Ernest ROY Liberal,lawyer,2084,52.03,,
1903,Quebec,DORCHESTER,Hon. Edmund James FLYNN Conservative,ex-Premier of Quebec,1921,47.97,,
1903,Quebec,DRUMMOND--ARTHABASKA,Louis LAVERGNE Liberal,notary,3754,56.25,,
1903,Quebec,DRUMMOND--ARTHABASKA,Luc Louis Philippe POULIN DE COURVAL Independent Liberal,farmer,2920,43.75,,
1903,Quebec,GASPÉ,Hon. Rodolphe LEMIEUX Liberal,lawyer,2063,78.32,,
1903,Quebec,GASPÉ,William Albert Edward FLYNN Conservative,,571,21.68,,
1903,Quebec,HOCHELAGA,Louis-Alfred-Adhémar RIVET Liberal,lawyer,4656,51.01,,
1903,Quebec,HOCHELAGA,Louis CODERRE Conservative,lawyer,4471,48.99,,
1903,Quebec,HUNTINGDON,James Alexander ROBB Liberal,merchant,1292,51.6,,
1903,Quebec,HUNTINGDON,Robert Nelson WALSH Conservative,veterinary surgeon,1212,48.4,,
1903,Quebec,JACQUES CARTIER,Frederick Debartzch MONK Conservative,lawyer,4143,56.65,,
1903,Quebec,JACQUES CARTIER,Ucal Henri DANDURAND Liberal,lawyer,3170,43.35,,
1903,Quebec,JOLIETTE,Joseph Adélard DUBEAU Liberal,lawyer,2178,53.99,,
1903,Quebec,JOLIETTE,Joseph-Alexandre GUILBAULT Conservative,,1856,46.01,,
1903,Quebec,KAMOURASKA,Ernest LAPOINTE Liberal,lawyer,1860,54.61,,
1903,Quebec,KAMOURASKA,Wilfrid Adélard POTVIN Conservative,,1546,45.39,,
1903,Quebec,LABELLE,Charles B. MAJOR Liberal,lawyer,2951,64.5,,
1903,Quebec,LABELLE,Hector CHAUVIN Conservative,,1624,35.5,,
1903,Quebec,LAPRAIRIE--NAPIERVILLE,Roch LANCTOT Liberal,farmer,1923,55.55,,
1903,Quebec,LAPRAIRIE--NAPIERVILLE,Siméon BEAUDIN Conservative,,1539,44.45,,
1903,Quebec,L'ASSOMPTION,Paul-Arthur SÉGUIN Liberal,notary,1524,61.8,,
1903,Quebec,L'ASSOMPTION,Joseph Misael FORTIER Conservative,,942,38.2,,
1903,Quebec,LAVAL,Charles-Avila WILSON Liberal,lawyer,2194,50.8,,
1903,Quebec,LAVAL,J.E. Émile LÉONARD Conservative,lawyer,2125,49.2,,
1903,Quebec,LÉVIS,Louis-Auguste CARRIER Liberal,wholesaler,2841,62.69,,
1903,Quebec,LÉVIS,Joseph Boutin BOURASSA Liberal,notary,1691,37.31,,
1903,Quebec,L'ISLET,Eugène PAQUET Conservative,physician,1349,53.26,,
1903,Quebec,L'ISLET,Jean-Baptiste-Thomas CARON Liberal,lawyer,1184,46.74,,
1903,Quebec,LOTBINIÈRE,Edmond FORTIER Liberal,teacher,2304,61.23,,
1903,Quebec,LOTBINIÈRE,Louis Philippe PELLETIER Conservative,,1459,38.77,,
1903,Quebec,MAISONNEUVE,Alphonse VERVILLE Labour,plumber,7358,71.47,,
1903,Quebec,MAISONNEUVE,Frédéric VILLENEUVE Independent,,2937,28.53,,
1903,Quebec,MASKINONGÉ,Hormisdas MAYRAND Liberal,farmer,1500,56.24,,
1903,Quebec,MASKINONGÉ,Joseph FOISY Unknown,,1167,43.76,,
1903,Quebec,MÉGANTIC,François Théodore SAVOIE Liberal,,2800,54.21,,
1903,Quebec,MÉGANTIC,Louis-Israël COTÉ alias FRÉCHETTE Conservative,merchant,2365,45.79,,
1903,Quebec,MISSISQUOI,Daniel Bishop MEIGS Liberal,farmer,1891,49.58,,
1903,Quebec,MISSISQUOI,Follis Horace PICKEL Conservative,,1873,49.11,,
1903,Quebec,MISSISQUOI,George Edward FORD Independent,,50,1.31,,
1903,Quebec,MONTCALM,François-Octave DUGAS Liberal,lawyer,1432,53.27,,
1903,Quebec,MONTCALM,Joseph-Adolphe RENAUD Conservative,,1256,46.73,,
1903,Quebec,MONTMAGNY,Cyrias ROY Liberal,lawyer,1388,53.02,,
1903,Quebec,MONTMAGNY,David Ovide L'ESPÉRANCE Conservative,manufacturer,1230,46.98,,
1903,Quebec,MONTMORENCY,Georges PARENT Liberal,lawyer,1388,56.4,,
1903,Quebec,MONTMORENCY,Antoine GOBEIL Conservative,,1073,43.6,,
1903,Quebec,NICOLET,Gustave-Adolphe TURCOTTE Liberal,physician,2718,56.98,,
1903,Quebec,NICOLET,Wilfrid CAMIRAND Conservative,,2052,43.02,,
1903,Quebec,PONTIAC,George Fred. HODGINS Liberal,merchant,2543,58.57,,
1903,Quebec,PONTIAC,Gerald H. BRABAZON Conservative,land surveyor,1799,41.43,,
1903,Quebec,PORTNEUF,Michel-Siméon DELISLE Liberal,merchant,2949,56.97,,
1903,Quebec,PORTNEUF,Lawrence STAFFORD Conservative,,2074,40.07,,
1903,Quebec,PORTNEUF,Arthur DELISLE Independent Liberal,lawyer,153,2.96,,
1903,Quebec,QUEBEC COUNTY,Joseph-Pierre TURCOTTE Liberal,lawyer,2139,51.29,,
1903,Quebec,QUEBEC COUNTY,Lorenzo ROBITAILLE Independent Liberal,manufacturer,1993,47.79,,
1903,Quebec,QUEBEC COUNTY,Alfred MARTINEAU Independent Liberal,,38,0.91,,
1903,Quebec,QUEBEC EAST,Right Hon. Sir Wilfrid LAURIER Liberal,lawyer,3764,70.83,,
1903,Quebec,QUEBEC EAST,Michel FISET Conservative,physician,1550,29.17,,
1903,Quebec,QUEBEC WEST,William PRICE Conservative,merchant,1025,50.25,,
1903,Quebec,QUEBEC WEST,William POWER Liberal,merchant,1015,49.75,,
1903,Quebec,QUEBEC-CENTRE,Arthur LACHANCE Liberal,lawyer,2049,64.35,,
1903,Quebec,QUEBEC-CENTRE,Hubert CIMON Conservative,,1135,35.65,,
1903,Quebec,RICHELIEU,Adélard LANCTOT Liberal,lawyer,2468,63.02,,
1903,Quebec,RICHELIEU,Edward A.D. MORGAN Conservative,,1448,36.98,,
1903,Quebec,RICHMOND--WOLFE,Edmund William TOBIN Liberal,lumber merchant,3880,55.98,,
